ID,Season,Team Name,Arena,Games (G),Wins (W),Losses (L),Win/Loss Percentage (W/L%),Minutes Played (MP),Pace Factor (Pace),Relative Pace,Offensive Rating (ORtg),Relative Offensive Rating,Defensive Rating (DRtg),Relative Defensive Rating,Points Per Game (Pts/G),Opponent Points Per Game (Opp Pts/G),Field Goals Made (FG),Field Goal Attempts (FGA),Field Goal Percentage (FG%),3-Point Field Goals Made (3P),3-Point Field Goal Attempts (3PA),3-Point Field Goal Percentage (3P%),2-Point Field Goals Made (2P),2-Point Field Goal Attempts (2PA),2-Point Field Goal Percentage (2P%),Effective Field Goal Percentage (eFG%),Free Throws Made (FT),Free Throw Attempts (FTA),Free Throw Percentage (FT%),FT/FGA,Offensive Rebounds (ORB),Offensive Rebound Percentage (ORB%),Defensive Rebounds (DRB),Defensive Rebound Percentage (DRB%),Total Rebounds (TRB),Total Rebounds Per Game,Total Rebound Percentage (TRB%),Assists (AST),Assist Percentage (AST%),Assists Per Game,Steals (STL),Steal Percentage (STL%),Steals Per Game,Blocks (BLK),Block Percentage (BLK%),Blocks Per Game,Turnovers (TOV),Turnover Percentage (TOV%),Turnovers Per Game,Personal Fouls (PF),Personal Fouls Per Game,Points (PTS),Points Per Game,Standing,Conference Standing,Playoff result,Conference Champion,Champion
56,2021,Sacramento Kings,Golden 1 Center,72,31,41,0.431,17305,100.0,0.8,113.6,1.3,117.2,4.9,113.7,117.4,3067,6382,0.481,874,2400,0.364,2193,3982,0.551,0.549,1181,1585,0.745,0.185,674,21.3,2307,75.0,2981,41.4,,1836,,25.5,543,,7.5,358,,5.0,963,,13.4,1400,19.4,8189,113.7,23,12,Not Qualified,0,0
57,2021,Minnesota Timberwolves,Target Center,72,23,49,0.319,17405,101.6,2.4,109.5,-2.8,115.0,2.7,112.1,117.7,2932,6546,0.448,944,2706,0.349,1988,3840,0.518,0.52,1265,1662,0.761,0.193,757,22.7,2376,76.8,3133,43.5,,1846,,25.6,632,,8.8,398,,5.5,1027,,14.3,1507,20.9,8073,112.1,25,13,Not Qualified,0,0
58,2021,Oklahoma City Thunder,Chesapeake Energy Arena,72,22,50,0.306,17355,101.0,1.8,103.5,-8.8,114.0,1.7,105.0,115.6,2795,6338,0.441,857,2529,0.339,1938,3809,0.509,0.509,1113,1536,0.725,0.176,715,21.2,2568,77.9,3283,45.6,,1588,,22.1,504,,7.0,316,,4.4,1162,,16.1,1305,18.1,7560,105.0,27,14,Not Qualified,0,0
59,2021,Houston Rockets,Toyota Center,72,17,55,0.236,17305,101.4,2.2,107.1,-5.2,114.9,2.6,108.8,116.7,2826,6372,0.444,992,2923,0.339,1834,3449,0.532,0.521,1189,1606,0.74,0.187,671,19.8,2396,77.1,3067,42.6,,1699,,23.6,546,,7.6,361,,5.0,1060,,14.7,1407,19.5,7833,108.8,30,15,Not Qualified,0,0
60,2022,Miami Heat,FTX Arena,82,53,29,0.646,19855,95.9,-2.3,113.7,1.7,109.1,-2.9,110.0,105.6,3246,6954,0.467,1114,2936,0.379,2132,4018,0.531,0.547,1416,1753,0.808,0.204,807,23.5,2778,78.0,3585,43.7,,2090,,25.5,606,,7.4,265,,3.2,1194,,14.6,1679,20.5,9022,110.0,3,1,Eastern Conference Finals,0,0
61,2022,Boston Celtics,TD Garden,82,51,31,0.622,19905,96.6,-1.6,114.4,2.4,106.9,-5.1,111.8,104.5,3341,7167,0.466,1085,3044,0.356,2256,4123,0.547,0.542,1397,1713,0.816,0.195,863,24.0,2915,77.3,3778,46.1,,2036,,24.8,591,,7.2,478,,5.8,1118,,13.6,1521,18.5,9164,111.8,6,2,Finals,1,0
62,2022,Milwaukee Bucks,Fiserv Forum,82,51,31,0.622,19755,99.9,1.7,115.1,3.1,111.8,-0.2,115.5,112.1,3429,7331,0.468,1153,3151,0.366,2276,4180,0.544,0.546,1459,1881,0.776,0.199,840,23.0,2990,78.6,3830,46.7,,1960,,23.9,623,,7.6,326,,4.0,1100,,13.4,1494,18.2,9470,115.5,7,3,Eastern Conference Semifinals,0,0
63,2022,Philadelphia 76ers,Wells Fargo Center,82,51,31,0.622,19805,96.2,-2.0,113.5,1.5,110.8,-1.2,109.9,107.3,3230,6932,0.466,950,2608,0.364,2280,4324,0.527,0.534,1605,1955,0.821,0.232,700,20.1,2770,76.8,3470,42.3,,1945,,23.7,633,,7.7,435,,5.3,1027,,12.5,1590,19.4,9015,109.9,8,4,Eastern Conference Semifinals,0,0
64,2022,Toronto Raptors,Scotiabank Arena,82,48,34,0.585,19855,96.0,-2.2,112.9,0.9,110.5,-1.5,109.4,107.1,3332,7489,0.445,979,2808,0.349,2353,4681,0.503,0.51,1327,1749,0.759,0.177,1095,28.4,2622,75.6,3717,45.3,,1809,,22.1,738,,9.0,376,,4.6,1021,,12.5,1607,19.6,8970,109.4,10,5,Eastern Conference First Round,0,0
65,2022,Chicago Bulls,United Center,82,46,36,0.561,19730,98.3,0.1,113.2,1.2,113.6,1.6,111.6,112.0,3422,7127,0.48,872,2364,0.369,2550,4763,0.535,0.541,1436,1766,0.813,0.201,711,20.4,2760,78.3,3471,42.3,,1958,,23.9,585,,7.1,336,,4.1,1053,,12.8,1540,18.8,9152,111.6,12,6,Eastern Conference First Round,0,0
66,2022,Brooklyn Nets,Barclays Center,82,44,38,0.537,19755,99.0,0.8,113.6,1.6,112.8,0.8,112.9,112.1,3442,7251,0.475,940,2602,0.361,2502,4649,0.538,0.54,1434,1781,0.805,0.198,844,23.9,2796,75.1,3640,44.4,,2071,,25.3,582,,7.1,448,,5.5,1153,,14.1,1670,20.4,9258,112.9,14,7,Eastern Conference First Round,0,0
67,2022,Cleveland Cavaliers,Rocket Mortgage Fieldhouse,82,44,38,0.537,19730,96.1,-2.1,111.9,-0.1,109.7,-2.3,107.8,105.7,3255,6940,0.469,953,2686,0.355,2302,4254,0.541,0.538,1376,1810,0.76,0.198,837,24.0,2786,76.5,3623,44.2,,2064,,25.2,580,,7.1,343,,4.2,1181,,14.4,1433,17.5,8839,107.8,15,8,Not Qualified,0,0
68,2022,Atlanta Hawks,State Farm Arena,82,43,39,0.524,19705,97.7,-0.5,116.5,4.5,114.9,2.9,113.9,112.4,3401,7241,0.47,1056,2821,0.374,2345,4420,0.531,0.543,1485,1829,0.812,0.205,823,23.0,2783,76.9,3606,44.0,,2017,,24.6,587,,7.2,348,,4.2,972,,11.9,1534,18.7,9343,113.9,16,9,Eastern Conference First Round,0,0
69,2022,Charlotte Hornets,Spectrum Center,82,43,39,0.524,19880,100.0,1.8,114.1,2.1,113.7,1.7,115.3,114.9,3508,7497,0.468,1143,3130,0.365,2365,4367,0.542,0.544,1298,1753,0.74,0.173,888,23.3,2767,74.8,3655,44.6,,2302,,28.1,707,,8.6,402,,4.9,1087,,13.3,1629,19.9,9457,115.3,17,10,Not Qualified,0,0
70,2022,New York Knicks,Madison Square Garden (IV),82,37,45,0.451,19780,95.9,-2.3,110.4,-1.6,110.5,-1.5,106.5,106.6,3088,7069,0.437,1082,3029,0.357,2006,4040,0.497,0.513,1473,1980,0.744,0.208,941,25.1,2841,78.8,3782,46.1,,1793,,21.9,570,,7.0,399,,4.9,1087,,13.3,1672,20.4,8731,106.5,19,11,Not Qualified,0,0
71,2022,Washington Wizards,Capital One Arena,82,35,47,0.427,19830,97.0,-1.2,111.1,-0.9,114.5,2.5,108.6,112.0,3327,7056,0.472,860,2512,0.342,2467,4544,0.543,0.532,1393,1778,0.783,0.197,737,20.9,2798,76.9,3535,43.1,,2052,,25.0,522,,6.4,406,,5.0,1077,,13.1,1545,18.8,8907,108.6,21,12,Not Qualified,0,0
72,2022,Indiana Pacers,Gainbridge Fieldhouse,82,25,57,0.305,19880,98.0,-0.2,112.6,0.6,116.1,4.1,111.5,114.9,3398,7338,0.463,997,2899,0.344,2401,4439,0.541,0.531,1347,1754,0.768,0.184,925,25.5,2671,76.2,3596,43.9,,2081,,25.4,582,,7.1,457,,5.6,1183,,14.4,1675,20.4,9140,111.5,26,13,Not Qualified,0,0
73,2022,Detroit Pistons,Little Caesars Arena,82,23,59,0.28,19780,98.4,0.2,106.0,-6.0,113.8,1.8,104.8,112.5,3129,7267,0.431,925,2838,0.326,2204,4429,0.498,0.494,1413,1806,0.782,0.194,900,23.4,2625,75.6,3525,43.0,,1924,,23.5,630,,7.7,393,,4.8,1163,,14.2,1799,21.9,8596,104.8,28,14,Not Qualified,0,0
74,2022,Orlando Magic,Amway Center,82,22,60,0.268,19780,99.2,1.0,104.5,-7.5,112.5,0.5,104.2,112.2,3139,7240,0.434,999,3022,0.331,2140,4218,0.507,0.503,1270,1614,0.787,0.175,746,19.8,2885,77.2,3631,44.3,,1947,,23.7,555,,6.8,367,,4.5,1188,,14.5,1612,19.7,8547,104.2,29,15,Not Qualified,0,0
75,2022,Phoenix Suns,Phoenix Suns Arena,82,64,18,0.78,19730,99.8,1.6,114.8,2.8,107.3,-4.7,114.8,107.3,3581,7389,0.485,951,2616,0.364,2630,4773,0.551,0.549,1303,1635,0.797,0.176,801,22.3,2913,77.1,3714,45.3,,2244,,27.4,702,,8.6,359,,4.4,1060,,12.9,1633,19.9,9416,114.8,1,1,Western Conference Semifinals,0,0
76,2022,Memphis Grizzlies,FedEx Forum,82,56,26,0.683,19780,100.3,2.1,114.6,2.6,109.0,-3.0,115.6,109.9,3571,7739,0.461,945,2679,0.353,2626,5060,0.519,0.522,1393,1898,0.734,0.18,1159,30.0,2873,77.8,4032,49.2,,2131,,26.0,800,,9.8,533,,6.5,1082,,13.2,1620,19.8,9480,115.6,2,2,Western Conference Semifinals,0,0
77,2022,Golden State Warriors,Chase Center,82,53,29,0.646,19730,98.4,0.2,112.5,0.5,106.9,-5.1,111.0,105.5,3323,7087,0.469,1176,3231,0.364,2147,3856,0.557,0.552,1280,1665,0.769,0.181,800,22.8,2930,78.7,3730,45.5,,2223,,27.1,719,,8.8,372,,4.5,1221,,14.9,1723,21.0,9102,111.0,4,3,Finals,1,1
78,2022,Dallas Mavericks,American Airlines Center,82,52,30,0.634,19755,95.4,-2.8,112.8,0.8,109.4,-2.6,108.0,104.7,3222,6982,0.461,1073,3063,0.35,2149,3919,0.548,0.538,1341,1739,0.771,0.192,759,21.3,2769,78.0,3528,43.0,,1918,,23.4,552,,6.7,325,,4.0,1025,,12.5,1612,19.7,8858,108.0,5,4,Western Conference Finals,0,0
79,2022,Utah Jazz,Vivint Smart Home Arena,82,49,33,0.598,19730,97.1,-1.1,116.7,4.7,110.5,-1.5,113.6,107.6,3327,7067,0.471,1192,3308,0.36,2135,3759,0.568,0.555,1470,1916,0.767,0.208,884,25.4,2916,78.3,3800,46.3,,1836,,22.4,588,,7.2,402,,4.9,1149,,14.0,1547,18.9,9316,113.6,9,5,Western Conference First Round,0,0
80,2022,Denver Nuggets,Ball Arena,82,48,34,0.585,19805,97.8,-0.4,114.5,2.5,112.1,0.1,112.7,110.4,3416,7079,0.483,1039,2944,0.353,2377,4135,0.575,0.556,1372,1725,0.795,0.194,752,21.9,2865,78.3,3617,44.1,,2279,,27.8,592,,7.2,305,,3.7,1189,,14.5,1639,20.0,9243,112.7,11,6,Western Conference First Round,0,0
81,2022,Minnesota Timberwolves,Target Center,82,46,36,0.561,19780,100.9,2.7,114.3,2.3,111.7,-0.3,115.9,113.3,3411,7458,0.457,1211,3386,0.358,2200,4072,0.54,0.539,1474,1894,0.778,0.198,921,24.4,2700,74.9,3621,44.2,,2106,,25.7,721,,8.8,460,,5.6,1175,,14.3,1786,21.8,9507,115.9,13,7,Western Conference First Round,0,0
82,2022,Los Angeles Clippers,Crypto.com Arena,82,42,40,0.512,19780,98.0,-0.2,110.1,-1.9,110.1,-1.9,108.4,108.4,3285,7170,0.458,1047,2802,0.374,2238,4368,0.512,0.531,1273,1606,0.793,0.178,747,20.6,2860,74.4,3607,44.0,,1969,,24.0,608,,7.4,406,,5.0,1126,,13.7,1528,18.6,8890,108.4,18,8,Not Qualified,0,0
83,2022,New Orleans Pelicans,Smoothie King Center,82,36,46,0.439,19755,97.2,-1.0,112.0,0.0,113.0,1.0,109.3,110.3,3294,7212,0.457,873,2629,0.332,2421,4583,0.528,0.517,1501,1903,0.789,0.208,981,26.9,2726,78.2,3707,45.2,,2047,,25.0,680,,8.3,328,,4.0,1153,,14.1,1612,19.7,8962,109.3,20,9,Western Conference First Round,0,0
84,2022,San Antonio Spurs,AT&T Center,82,34,48,0.415,19805,100.0,1.8,112.4,0.4,112.3,0.3,113.2,113.0,3546,7601,0.467,925,2626,0.352,2621,4975,0.527,0.527,1262,1673,0.754,0.166,901,23.7,2815,75.1,3716,45.3,,2289,,27.9,626,,7.6,403,,4.9,1043,,12.7,1483,18.1,9279,113.2,22,10,Not Qualified,0,0
85,2022,Los Angeles Lakers,Crypto.com Arena,82,33,49,0.402,19980,100.1,1.9,110.3,-1.7,113.3,1.3,112.1,115.1,3415,7279,0.469,982,2826,0.347,2433,4453,0.546,0.537,1380,1884,0.732,0.19,782,21.1,2826,75.8,3608,44.0,,1968,,24.0,626,,7.6,425,,5.2,1191,,14.5,1654,20.2,9192,112.1,23,11,Not Qualified,0,0
86,2022,Sacramento Kings,Golden 1 Center,82,30,52,0.366,19805,99.8,1.6,109.9,-2.1,115.3,3.3,110.3,115.8,3321,7223,0.46,937,2722,0.344,2384,4501,0.53,0.525,1466,1908,0.768,0.203,784,21.3,2737,76.0,3521,42.9,,1943,,23.7,588,,7.2,369,,4.5,1156,,14.1,1552,18.9,9045,110.3,24,12,Not Qualified,0,0
87,2022,Portland Trail Blazers,Moda Center,82,27,55,0.329,19730,98.3,0.1,107.8,-4.2,116.9,4.9,106.2,115.1,3161,7144,0.442,1043,3017,0.346,2118,4127,0.513,0.515,1346,1771,0.76,0.188,854,22.9,2661,76.9,3515,42.9,,1880,,22.9,657,,8.0,366,,4.5,1187,,14.5,1728,21.1,8711,106.2,25,13,Not Qualified,0,0
88,2022,Oklahoma City Thunder,Paycom Center,82,24,58,0.293,19805,98.6,0.4,104.6,-7.4,112.8,0.8,103.7,111.8,3141,7310,0.43,991,3066,0.323,2150,4244,0.507,0.497,1233,1632,0.756,0.169,854,21.8,2887,76.1,3741,45.6,,1822,,22.2,622,,7.6,380,,4.6,1145,,14.0,1497,18.3,8506,103.7,27,14,Not Qualified,0,0
89,2022,Houston Rockets,Toyota Center,82,20,62,0.244,19755,100.9,2.7,108.4,-3.6,116.7,4.7,109.7,118.2,3229,7083,0.456,1105,3170,0.349,2124,3913,0.543,0.534,1434,2010,0.713,0.202,786,21.7,2660,74.4,3446,42.0,,1932,,23.6,600,,7.3,382,,4.7,1351,,16.5,1692,20.6,8997,109.7,30,15,Not Qualified,0,0
90,2023,Milwaukee Bucks,Fiserv Forum,82,58,24,0.707,19830,100.5,1.4,115.4,0.6,111.9,-2.9,116.9,113.3,3504,7411,0.473,1217,3306,0.368,2287,4105,0.557,0.555,1364,1837,0.743,0.184,914,25.0,3074,77.8,3988,48.6,,2115,,25.8,521,,6.4,403,,4.9,1199,,14.6,1481,18.1,9589,116.9,1,1,Eastern Conference First Round,0,0
91,2023,Boston Celtics,TD Garden,82,57,25,0.695,19980,98.5,-0.6,118.0,3.2,111.5,-3.3,117.9,111.4,3460,7278,0.475,1315,3492,0.377,2145,3786,0.567,0.566,1436,1769,0.812,0.197,796,22.1,2921,78.5,3717,45.3,,2186,,26.7,521,,6.4,430,,5.2,1095,,13.4,1542,18.8,9671,117.9,2,2,Eastern Conference Finals,0,0
92,2023,Philadelphia 76ers,Wells Fargo Center,82,54,28,0.659,19880,96.9,-2.2,117.7,2.9,113.3,-1.5,115.2,110.9,3347,6870,0.487,1035,2675,0.387,2312,4195,0.551,0.563,1719,2058,0.835,0.25,715,21.6,2641,77.2,3356,40.9,,2063,,25.2,635,,7.7,389,,4.7,1121,,13.7,1675,20.4,9448,115.2,3,3,Eastern Conference Semifinals,0,0
93,2023,Cleveland Cavaliers,Rocket Mortgage Fieldhouse,82,51,31,0.622,19880,95.7,-3.4,116.1,1.3,110.6,-4.2,112.3,106.9,3408,6984,0.488,950,2589,0.367,2458,4395,0.559,0.556,1439,1844,0.78,0.206,795,23.6,2574,76.3,3369,41.1,,2045,,24.9,586,,7.1,384,,4.7,1094,,13.3,1560,19.0,9205,112.3,5,4,Eastern Conference First Round,0,0
94,2023,New York Knicks,Madison Square Garden (IV),82,47,35,0.573,19955,97.1,-2.0,117.8,3.0,114.8,0.0,116.0,113.1,3444,7328,0.47,1037,2930,0.354,2407,4398,0.547,0.541,1589,2087,0.761,0.217,1031,28.3,2790,77.1,3821,46.6,,1880,,22.9,527,,6.4,340,,4.1,1065,,13.0,1666,20.3,9514,116.0,8,5,Eastern Conference Semifinals,0,0
95,2023,Brooklyn Nets,Barclays Center,82,45,37,0.549,19730,98.3,-0.8,115.0,0.2,114.1,-0.7,113.4,112.5,3399,6978,0.487,1048,2771,0.378,2351,4207,0.559,0.562,1449,1811,0.8,0.208,674,19.6,2648,73.7,3322,40.5,,2093,,25.5,585,,7.1,506,,6.2,1127,,13.7,1730,21.1,9295,113.4,9,6,Eastern Conference First Round,0,0
96,2023,Miami Heat,Kaseya Center,82,44,38,0.537,19805,96.3,-2.8,113.0,-1.8,113.3,-1.5,109.5,109.8,3215,6991,0.46,980,2852,0.344,2235,4139,0.54,0.53,1567,1885,0.831,0.224,796,22.8,2533,77.7,3329,40.6,,1955,,23.8,655,,8.0,243,,3.0,1106,,13.5,1516,18.5,8977,109.5,11,7,Finals,1,0
97,2023,Atlanta Hawks,State Farm Arena,82,41,41,0.5,19855,100.7,1.6,116.6,1.8,116.3,1.5,118.4,118.1,3658,7574,0.483,882,2505,0.352,2776,5069,0.548,0.541,1513,1850,0.818,0.2,920,25.1,2719,75.8,3639,44.4,,2049,,25.0,580,,7.1,401,,4.9,1060,,12.9,1541,18.8,9711,118.4,17,8,Eastern Conference First Round,0,0
98,2023,Toronto Raptors,Scotiabank Arena,82,41,41,0.5,19805,97.1,-2.0,115.5,0.7,114.0,-0.8,112.9,111.4,3434,7489,0.459,880,2626,0.335,2554,4863,0.525,0.517,1506,1922,0.784,0.201,1043,27.8,2485,76.7,3528,43.0,,1961,,23.9,772,,9.4,424,,5.2,956,,11.7,1641,20.0,9254,112.9,18,9,Not Qualified,0,0
99,2023,Chicago Bulls,United Center,82,40,42,0.488,19905,98.5,-0.6,113.5,-1.3,112.2,-2.6,113.1,111.8,3488,7116,0.49,854,2367,0.361,2634,4749,0.555,0.55,1446,1788,0.809,0.203,694,20.1,2779,77.8,3473,42.4,,2006,,24.5,644,,7.9,371,,4.5,1097,,13.4,1551,18.9,9276,113.1,19,10,Not Qualified,0,0
100,2023,Indiana Pacers,Gainbridge Fieldhouse,82,35,47,0.427,19755,101.1,2.0,114.6,-0.2,117.7,2.9,116.3,119.5,3444,7345,0.469,1112,3030,0.367,2332,4315,0.54,0.545,1535,1944,0.79,0.209,832,23.4,2575,72.2,3407,41.5,,2213,,27.0,631,,7.7,478,,5.8,1225,,14.9,1741,21.2,9535,116.3,23,11,Not Qualified,0,0
101,2023,Washington Wizards,Capital One Arena,82,35,47,0.427,19755,98.6,-0.5,114.4,-0.4,115.6,0.8,113.2,114.4,3456,7127,0.485,925,2601,0.356,2531,4526,0.559,0.55,1442,1838,0.785,0.202,774,22.6,2804,76.1,3578,43.6,,2083,,25.4,561,,6.8,424,,5.2,1158,,14.1,1539,18.8,9279,113.2,24,12,Not Qualified,0,0
102,2023,Orlando Magic,Amway Center,82,34,48,0.415,19780,99.3,0.2,111.6,-3.2,114.2,-0.6,111.4,114.0,3323,7074,0.47,883,2551,0.346,2440,4523,0.539,0.532,1607,2050,0.784,0.227,833,23.8,2713,77.7,3546,43.2,,1906,,23.2,603,,7.4,382,,4.7,1236,,15.1,1652,20.1,9136,111.4,25,13,Not Qualified,0,0
103,2023,Charlotte Hornets,Spectrum Center,82,27,55,0.329,19830,100.8,1.7,109.2,-5.6,115.3,0.5,111.0,117.2,3385,7413,0.457,881,2669,0.33,2504,4744,0.528,0.516,1447,1933,0.749,0.195,901,23.8,2751,75.5,3652,44.5,,2062,,25.1,634,,7.7,425,,5.2,1164,,14.2,1661,20.3,9098,111.0,27,14,Not Qualified,0,0
104,2023,Detroit Pistons,Little Caesars Arena,82,17,65,0.207,19805,99.0,-0.1,110.7,-4.1,118.9,4.1,110.3,118.5,3244,7140,0.454,934,2659,0.351,2310,4481,0.516,0.52,1623,2106,0.771,0.227,916,24.9,2564,74.0,3480,42.4,,1884,,23.0,574,,7.0,308,,3.8,1237,,15.1,1813,22.1,9045,110.3,30,15,Not Qualified,0,0
105,2023,Denver Nuggets,Ball Arena,82,53,29,0.646,19755,98.1,-1.0,117.6,2.8,114.2,-0.6,115.8,112.5,3574,7088,0.504,969,2559,0.379,2605,4529,0.575,0.573,1378,1834,0.751,0.194,828,24.8,2699,76.4,3527,43.0,,2368,,28.9,618,,7.5,368,,4.5,1192,,14.5,1525,18.6,9495,115.8,4,1,Finals,1,1
106,2023,Memphis Grizzlies,FedEx Forum,82,51,31,0.622,19780,101.1,2.0,115.1,0.3,111.2,-3.6,116.9,113.0,3585,7551,0.475,985,2807,0.351,2600,4744,0.548,0.54,1432,1954,0.733,0.19,988,26.5,2835,75.9,3823,46.6,,2135,,26.0,680,,8.3,473,,5.8,1116,,13.6,1643,20.0,9587,116.9,6,2,Western Conference First Round,0,0
107,2023,Sacramento Kings,Golden 1 Center,82,48,34,0.585,19830,100.3,1.2,119.4,4.6,116.8,2.0,120.7,118.1,3573,7232,0.494,1128,3060,0.369,2445,4172,0.586,0.572,1624,2055,0.79,0.225,782,22.7,2699,77.2,3481,42.5,,2237,,27.3,574,,7.0,275,,3.4,1106,,13.5,1616,19.7,9898,120.7,7,3,Western Conference First Round,0,0
108,2023,Phoenix Suns,Footprint Center,82,45,37,0.549,19780,98.2,-0.9,115.1,0.3,113.0,-1.8,113.6,111.6,3453,7388,0.467,1001,2674,0.374,2452,4714,0.52,0.535,1412,1781,0.793,0.191,971,26.6,2657,76.0,3628,44.2,,2235,,27.3,585,,7.1,432,,5.3,1110,,13.5,1739,21.2,9319,113.6,10,4,Western Conference Semifinals,0,0
109,2023,Los Angeles Clippers,Crypto.com Arena,82,44,38,0.537,19830,98.0,-1.1,115.0,0.2,114.5,-0.3,113.6,113.1,3370,7059,0.477,1041,2735,0.381,2329,4324,0.539,0.551,1533,1962,0.781,0.217,803,22.9,2742,76.6,3545,43.2,,1959,,23.9,580,,7.1,364,,4.4,1167,,14.2,1598,19.5,9314,113.6,12,5,Western Conference First Round,0,0
110,2023,Golden State Warriors,Chase Center,82,44,38,0.537,19830,101.6,2.5,116.1,1.3,114.4,-0.4,118.9,117.1,3538,7393,0.479,1363,3540,0.385,2175,3853,0.564,0.571,1314,1655,0.794,0.178,864,24.4,2793,76.0,3657,44.6,,2446,,29.8,588,,7.2,323,,3.9,1336,,16.3,1757,21.4,9753,118.9,13,6,Western Conference Semifinals,0,0
111,2023,Los Angeles Lakers,Crypto.com Arena,82,43,39,0.524,19880,101.3,2.2,114.5,-0.3,113.9,-0.9,117.2,116.6,3516,7298,0.482,885,2558,0.346,2631,4740,0.555,0.542,1691,2182,0.775,0.232,818,22.8,2930,76.3,3748,45.7,,2072,,25.3,526,,6.4,378,,4.6,1154,,14.1,1466,17.9,9608,117.2,14,7,Western Conference Finals,0,0
112,2023,Minnesota Timberwolves,Target Center,82,42,40,0.512,19830,101.0,1.9,113.7,-1.1,113.8,-1.0,115.8,115.8,3515,7167,0.49,997,2731,0.365,2518,4436,0.568,0.56,1467,1942,0.755,0.205,749,21.5,2686,74.3,3435,41.9,,2145,,26.2,657,,8.0,444,,5.4,1258,,15.3,1768,21.6,9494,115.8,15,8,Western Conference First Round,0,0
113,2023,New Orleans Pelicans,Smoothie King Center,82,42,40,0.512,19855,99.1,0.0,114.4,-0.4,112.5,-2.3,114.4,112.5,3447,7180,0.48,899,2468,0.364,2548,4712,0.541,0.543,1585,2000,0.793,0.221,866,24.7,2717,77.4,3583,43.7,,2122,,25.9,681,,8.3,337,,4.1,1196,,14.6,1678,20.5,9378,114.4,16,9,Not Qualified,0,0
114,2023,Oklahoma City Thunder,Paycom Center,82,40,42,0.488,19855,101.1,2.0,115.2,0.4,114.2,-0.6,117.5,116.4,3533,7590,0.465,995,2797,0.356,2538,4793,0.53,0.531,1572,1944,0.809,0.207,934,24.7,2645,72.9,3579,43.6,,2002,,24.4,676,,8.2,341,,4.2,1069,,13.0,1722,21.0,9633,117.5,20,10,Not Qualified,0,0
115,2023,Dallas Mavericks,American Airlines Center,82,38,44,0.463,19930,96.6,-2.5,116.8,2.0,116.7,1.9,114.2,114.1,3283,6909,0.475,1246,3362,0.371,2037,3547,0.574,0.565,1554,2057,0.755,0.225,625,18.0,2556,75.5,3181,38.8,,1880,,22.9,514,,6.3,304,,3.7,1002,,12.2,1697,20.7,9366,114.2,21,11,Not Qualified,0,0
116,2023,Utah Jazz,Vivint Arena,82,37,45,0.451,19805,100.5,1.4,115.8,1.0,116.7,1.9,117.1,118.0,3485,7365,0.473,1094,3099,0.353,2391,4266,0.56,0.547,1536,1955,0.786,0.209,968,26.8,2794,75.2,3762,45.9,,2129,,26.0,500,,6.1,429,,5.2,1259,,15.4,1679,20.5,9600,117.1,22,12,Not Qualified,0,0
117,2023,Portland Trail Blazers,Moda Center,82,33,49,0.402,19730,98.6,-0.5,114.8,0.0,118.8,4.0,113.4,117.4,3317,7001,0.474,1056,2893,0.365,2261,4108,0.55,0.549,1609,2021,0.796,0.23,774,22.4,2551,74.9,3325,40.5,,1981,,24.2,553,,6.7,376,,4.6,1185,,14.5,1643,20.0,9299,113.4,26,13,Not Qualified,0,0
118,2023,Houston Rockets,Toyota Center,82,22,60,0.268,19755,99.0,-0.1,111.4,-3.4,119.3,4.5,110.7,118.6,3329,7287,0.457,856,2619,0.327,2473,4668,0.53,0.516,1567,2078,0.754,0.215,1100,30.2,2695,75.8,3795,46.3,,1835,,22.4,600,,7.3,374,,4.6,1332,,16.2,1679,20.5,9081,110.7,28,14,Not Qualified,0,0
119,2023,San Antonio Spurs,AT&T Center,82,22,60,0.268,19855,101.6,2.5,110.2,-4.6,120.0,5.2,113.0,123.1,3533,7593,0.465,911,2640,0.345,2622,4953,0.529,0.525,1292,1739,0.743,0.17,965,25.6,2619,74.9,3584,43.7,,2232,,27.2,572,,7.0,322,,3.9,1253,,15.3,1630,19.9,9269,113.0,29,15,Not Qualified,0,0
120,2024,Boston Celtics,TD Garden,82,64,18,0.78,19830,97.2,-1.3,123.2,7.9,111.6,-3.7,120.6,109.2,3601,7396,0.487,1351,3482,0.388,2250,3914,0.575,0.578,1334,1654,0.807,0.18,876,24.9,2923,76.3,3799,46.3,,2207,,26.9,557,,6.8,538,,6.6,979,,11.9,1326,16.2,9887,120.6,1,1,Finals,1,1
121,2024,New York Knicks,Madison Square Garden (IV),82,50,32,0.61,19730,95.2,-3.3,118.2,2.9,113.4,-1.9,112.8,108.2,3385,7272,0.465,1083,2936,0.369,2302,4336,0.531,0.54,1396,1789,0.78,0.192,1039,29.4,2665,76.1,3704,45.2,,1998,,24.4,612,,7.5,336,,4.1,1085,,13.2,1447,17.6,9249,112.8,6,2,Eastern Conference Semifinals,0,0
122,2024,Milwaukee Bucks,Fiserv Forum,82,49,33,0.598,19805,99.9,1.4,118.4,3.1,115.8,0.5,119.0,116.4,3538,7258,0.487,1163,3122,0.373,2375,4136,0.574,0.568,1517,1960,0.774,0.209,772,21.8,2850,77.2,3622,44.2,,2176,,26.5,558,,6.8,413,,5.0,1059,,12.9,1574,19.2,9756,119.0,8,3,Eastern Conference First Round,0,0
