ID,Season,Player Name,Team,Position,Games Played (G),Games Started (GS),Minutes Played (MP),Field Goals Made (FG),Field Goal Attempts (FGA),Field Goal Percentage (FG%),3-Point Field Goals Made (3P),3-Point Field Goal Attempts (3PA),3-Point Field Goal Percentage (3P%),2-Point Field Goals Made (2P),2-Point Field Goal Attempts (2PA),2-Point Field Goal Percentage (2P%),Effective Field Goal Percentage (eFG%),Free Throws Made (FT),Free Throw Attempts (FTA),Free Throw Percentage (FT%),Offensive Rebounds (ORB),Offensive Rebound Percentage (ORB%),Defensive Rebounds (DRB),Defensive Rebound Percentage (DRB%),Total Rebounds (TRB),Total Rebounds Per Game,Total Rebound Percentage (TRB%),Assists (AST),Assist Percentage (AST%),Steals (STL),Steal Percentage (STL%),Blocks (BLK),Block Percentage (BLK%),Personal Fouls (PF),Points (PTS),Turnovers (TOV),Turnover Percentage (TOV%),Player Efficiency Rating (PER)
2592,2023,Montrezl Harrell,PHI,C,57,7,11.9,2.2,3.7,.598,0.0,0.1,.000,2.2,3.6,.616,.598,1.2,1.8,.693,1.2,11.8,1.6,15.7,2.8,2.8,13.8,0.6,7.4,0.3,1.2,0.4,3.4,1.3,5.6,0.6,12.1,17.6
2593,2023,Jalen Johnson,ATL,SF,70,6,14.9,2.3,4.6,.491,0.4,1.5,.288,1.8,3.1,.587,.537,0.7,1.1,.628,0.7,5.3,3.3,24.6,4.0,4.0,14.8,1.2,10.4,0.5,1.7,0.5,2.8,1.6,5.6,0.6,10.3,14.1
2594,2023,Davion Mitchell,SAC,PG,80,9,18.1,2.3,5.0,.454,0.8,2.5,.320,1.5,2.5,.584,.533,0.3,0.4,.806,0.2,1.3,1.1,7.0,1.3,1.3,4.1,2.3,16.5,0.6,1.5,0.2,0.9,1.4,5.6,0.8,13.1,9.4
2595,2023,Payton Pritchard,BOS,PG,48,3,13.4,2.1,5.1,.412,1.2,3.2,.364,0.9,1.9,.495,.527,0.3,0.3,.750,0.5,4.3,1.3,10.5,1.8,1.8,7.5,1.3,14.0,0.3,1.1,0.0,0.1,0.8,5.6,0.8,13.7,10.3
2596,2023,Derrick Rose,NYK,PG,27,0,12.5,2.3,5.9,.384,0.7,2.3,.302,1.6,3.6,.438,.443,0.4,0.4,.917,0.3,2.6,1.2,10.4,1.5,1.5,6.5,1.7,19.9,0.3,1.0,0.2,1.4,0.7,5.6,0.8,11.8,10.1
2597,2023,Yuta Watanabe,BRK,SF,58,1,16.0,2.0,4.0,.491,1.0,2.3,.444,0.9,1.7,.557,.621,0.6,0.8,.723,0.5,3.7,1.9,13.1,2.4,2.4,8.5,0.8,7.0,0.4,1.3,0.3,1.6,1.4,5.6,0.4,8.0,12.1
2598,2023,Danny Green,2TM,SG,11,0,12.5,2.0,4.5,.449,1.5,3.4,.432,0.5,1.1,.500,.612,0.1,0.1,1.000,0.3,2.5,1.0,9.1,1.3,1.3,5.8,0.5,6.1,0.5,2.2,0.3,2.0,1.5,5.5,0.9,16.8,10.8
2599,2023,Danny Green,MEM,SG,3,0,14.3,1.0,3.7,.273,1.0,2.7,.375,0.0,1.0,.000,.409,0.0,0.0,,0.3,2.5,1.0,7.4,1.3,1.3,4.9,0.7,5.6,0.3,1.1,0.0,0.0,2.0,3.0,1.0,21.4,-0.2
2600,2023,Danny Green,CLE,SG,8,0,11.9,2.4,4.8,.500,1.6,3.6,.448,0.8,1.1,.667,.671,0.1,0.1,1.000,0.3,2.5,1.0,9.9,1.3,1.3,6.2,0.5,6.4,0.6,2.6,0.4,2.9,1.3,6.5,0.9,15.4,15.8
2601,2023,Jarrell Brantley,UTA,PF,4,0,9.8,2.0,3.5,.571,1.0,2.3,.444,1.0,1.3,.800,.714,0.5,0.5,1.000,0.3,2.8,1.3,13.7,1.5,1.5,8.3,0.8,11.4,0.0,0.0,0.5,4.3,0.8,5.5,0.5,11.8,18.5
2602,2023,Wenyen Gabriel,LAL,C,68,2,15.1,2.3,3.8,.596,0.1,0.5,.278,2.1,3.3,.647,.615,0.8,1.2,.619,1.7,12.6,2.5,17.2,4.2,4.2,15.0,0.5,4.8,0.4,1.2,0.5,2.9,2.1,5.5,0.7,13.4,14.4
2603,2023,Nikola Jović,MIA,PF,15,8,13.6,1.9,4.6,.406,0.5,2.3,.229,1.3,2.3,.588,.464,1.2,1.3,.947,0.6,5.0,1.5,13.1,2.1,2.1,8.9,0.7,7.3,0.5,1.7,0.1,1.0,1.3,5.5,0.7,11.4,10.6
2604,2023,Otto Porter Jr.,TOR,SF,8,2,18.3,1.9,3.8,.500,0.8,2.1,.353,1.1,1.6,.692,.600,1.0,1.0,1.000,0.8,4.3,1.6,10.9,2.4,2.4,7.4,1.0,7.2,1.4,3.7,0.0,0.0,0.9,5.5,0.5,10.7,14.0
2605,2023,Jamal Cain,MIA,PF,18,0,13.3,2.1,3.7,.561,0.4,1.1,.350,1.7,2.6,.652,.614,0.9,1.2,.773,0.8,7.1,2.1,18.7,2.9,2.9,12.7,0.7,7.6,0.6,2.3,0.1,0.4,1.2,5.4,0.3,7.3,16.5
2606,2023,Bryce McGowens,CHO,SG,46,7,17.1,1.7,4.4,.396,0.6,1.7,.325,1.2,2.7,.443,.460,1.3,1.7,.750,0.4,2.7,1.6,10.1,2.0,2.0,6.3,1.2,9.1,0.3,0.9,0.1,0.7,1.0,5.3,0.9,15.3,7.2
2607,2023,Lamar Stevens,CLE,SF,62,25,18.1,2.1,4.6,.448,0.5,1.5,.316,1.6,3.1,.513,.500,0.6,0.9,.702,0.8,5.0,2.6,16.7,3.3,3.3,10.9,0.5,4.0,0.4,1.2,0.3,1.6,1.3,5.3,0.4,7.9,9.5
2608,2023,Dewayne Dedmon,2TM,C,38,1,11.2,2.0,4.0,.510,0.3,1.0,.308,1.7,2.9,.580,.550,0.9,1.3,.673,0.9,9.1,2.6,28.3,3.5,3.5,18.5,0.7,9.5,0.2,1.1,0.5,4.4,2.0,5.2,0.7,12.7,15.5
2609,2023,Dewayne Dedmon,MIA,C,30,0,11.7,2.1,4.3,.496,0.4,1.2,.297,1.8,3.1,.576,.539,1.1,1.5,.727,0.9,9.1,2.7,28.1,3.6,3.6,18.2,0.5,7.3,0.2,1.0,0.5,4.1,2.0,5.7,0.6,11.4,15.6
2610,2023,Dewayne Dedmon,PHI,C,8,1,9.5,1.6,2.8,.591,0.1,0.3,.500,1.5,2.5,.600,.614,0.1,0.6,.200,0.8,9.5,2.4,29.0,3.1,3.1,19.4,1.3,19.6,0.3,1.3,0.6,6.1,1.8,3.5,0.8,19.9,15.5
2611,2023,Darius Bazley,2TM,C,43,1,14.3,1.9,4.3,.454,0.5,1.2,.377,1.5,3.0,.485,.508,0.9,1.6,.543,0.8,5.8,2.4,18.5,3.2,3.2,12.1,0.9,8.3,0.5,1.7,0.8,5.1,1.0,5.2,0.6,11.2,13.1
2612,2023,Darius Bazley,OKC,C,36,1,15.4,2.0,4.4,.449,0.5,1.3,.400,1.5,3.1,.469,.506,1.0,1.8,.554,0.8,5.5,2.6,18.3,3.4,3.4,11.8,0.9,7.6,0.5,1.6,0.8,4.8,1.0,5.4,0.6,10.5,12.9
2613,2023,Darius Bazley,PHO,C,7,0,8.7,1.7,3.6,.480,0.3,1.1,.250,1.4,2.4,.588,.520,0.3,0.7,.400,0.7,8.9,1.6,20.4,2.3,2.3,14.5,0.9,14.5,0.4,2.4,0.7,7.3,1.3,4.0,0.7,15.5,15.5
2614,2023,Rudy Gay,UTA,PF,56,0,14.6,1.9,5.1,.380,0.6,2.3,.254,1.4,2.8,.484,.437,0.8,0.9,.857,0.6,4.4,2.3,17.0,2.9,2.9,10.8,1.0,9.4,0.3,1.1,0.3,1.9,1.2,5.2,0.7,10.7,9.0
2615,2023,Javonte Green,CHI,SF,32,1,15.0,1.9,3.4,.565,0.4,1.1,.371,1.5,2.3,.658,.625,0.9,1.4,.667,0.8,6.5,1.9,14.2,2.8,2.8,10.4,0.7,6.4,0.8,2.4,0.7,4.2,1.6,5.2,0.6,13.5,14.5
2616,2023,Zeke Nnaji,DEN,PF,53,5,13.7,2.1,3.7,.561,0.3,1.2,.262,1.8,2.5,.710,.605,0.8,1.2,.645,1.2,10.5,1.4,11.2,2.6,2.6,10.9,0.3,3.3,0.3,1.1,0.4,2.8,2.0,5.2,0.6,12.2,12.5
2617,2023,Ricky Rubio,CLE,PG,33,2,17.2,1.8,5.4,.343,0.6,2.5,.256,1.2,2.9,.417,.402,0.8,1.1,.800,0.3,1.9,1.8,12.7,2.1,2.1,7.3,3.5,27.1,0.8,2.3,0.2,1.0,1.5,5.2,0.9,13.8,10.4
2618,2023,Lindy Waters III,OKC,SG,41,0,13.0,1.7,4.3,.393,1.4,4.0,.358,0.3,0.4,.750,.556,0.4,0.5,.800,0.4,3.2,1.4,12.2,1.8,1.8,7.6,0.7,7.0,0.3,1.3,0.3,1.9,1.0,5.2,0.2,5.1,11.8
2619,2023,MarJon Beauchamp,MIL,SF,52,11,13.5,1.8,4.7,.395,0.9,2.7,.331,0.9,1.9,.485,.492,0.5,0.7,.730,0.7,5.9,1.5,11.0,2.2,2.2,8.5,0.7,6.7,0.4,1.4,0.1,0.8,1.4,5.1,0.9,14.8,8.2
2620,2023,DeAndre Jordan,DEN,C,39,8,15.0,2.3,2.9,.765,0.0,0.0,1.000,2.2,2.9,.763,.770,0.6,1.2,.458,1.3,10.5,3.8,28.6,5.2,5.2,19.8,0.9,7.7,0.3,1.0,0.6,3.5,1.8,5.1,1.2,26.1,14.7
2621,2023,John Konchar,MEM,SF,72,23,20.8,1.9,4.4,.431,0.8,2.5,.339,1.1,2.0,.545,.525,0.4,0.5,.778,0.9,4.5,3.4,17.4,4.3,4.3,11.0,1.4,8.2,1.1,2.4,0.3,1.5,1.6,5.1,0.5,9.9,10.8
2622,2023,George Hill,2TM,SG,46,1,18.1,1.7,3.6,.470,0.7,2.1,.358,1.0,1.5,.620,.572,0.9,1.2,.764,0.3,2.0,1.5,8.6,1.8,1.8,5.4,2.4,16.7,0.6,1.5,0.1,0.6,1.2,5.0,0.7,15.2,10.6
2623,2023,George Hill,MIL,PG,35,0,19.1,1.7,3.8,.447,0.7,2.1,.311,1.0,1.7,.621,.534,1.0,1.3,.739,0.4,2.1,1.5,8.1,1.9,1.9,5.2,2.5,16.8,0.5,1.4,0.1,0.4,1.2,5.0,0.8,15.1,9.8
2624,2023,George Hill,IND,SG,11,1,15.1,1.7,3.1,.559,1.0,1.9,.524,0.7,1.2,.615,.721,0.7,0.8,.889,0.2,1.3,1.5,10.7,1.6,1.6,6.0,1.9,16.7,0.6,2.0,0.3,1.6,1.3,5.2,0.6,15.6,14.1
2625,2023,Vlatko Čančar,DEN,PF,60,9,14.8,1.8,3.8,.476,0.7,1.9,.374,1.1,1.9,.580,.570,0.6,0.7,.927,0.4,3.2,1.7,13.1,2.1,2.1,8.3,1.3,11.5,0.4,1.2,0.2,1.4,1.4,5.0,0.6,13.1,11.0
2626,2023,Isaiah Hartenstein,NYK,C,82,8,19.8,2.1,4.0,.535,0.1,0.5,.216,2.0,3.5,.576,.547,0.6,0.9,.676,2.5,14.1,4.0,22.2,6.5,6.5,18.1,1.2,8.3,0.6,1.6,0.8,3.7,2.6,5.0,0.8,15.6,14.2
2627,2023,Jaxson Hayes,NOP,C,47,2,13.0,1.8,3.3,.551,0.1,0.6,.103,1.8,2.7,.654,.561,1.2,1.8,.699,0.8,7.3,2.0,17.3,2.8,2.8,12.3,0.7,7.7,0.4,1.6,0.4,3.0,1.4,5.0,0.7,13.9,13.7
2628,2023,Jonathan Isaac,ORL,PF,11,0,11.3,2.0,4.8,.415,0.5,1.4,.400,1.5,3.5,.421,.472,0.5,0.8,.556,1.4,13.7,2.6,26.5,4.0,4.0,20.1,0.5,7.3,1.3,5.5,0.4,3.1,0.5,5.0,0.4,6.6,20.3
2629,2023,Derrick Jones Jr.,CHI,PF,64,0,14.0,1.8,3.6,.500,0.4,1.3,.338,1.4,2.3,.587,.559,1.0,1.3,.738,0.9,7.7,1.5,11.6,2.4,2.4,9.7,0.5,5.1,0.5,1.6,0.6,4.0,1.3,5.0,0.4,8.6,13.8
2630,2023,Kenneth Lofton Jr.,MEM,PF,24,1,7.3,2.0,3.9,.527,0.3,0.7,.353,1.8,3.2,.566,.559,0.7,1.1,.593,0.8,11.5,1.3,19.2,2.1,2.1,15.4,0.8,18.1,0.2,1.3,0.1,1.0,1.2,5.0,0.5,10.3,20.2
2631,2023,Cody Martin,CHO,SF,7,0,19.1,2.0,5.1,.389,0.4,2.0,.214,1.6,3.1,.500,.431,0.6,1.0,.571,1.1,6.2,2.3,13.0,3.4,3.4,9.5,1.6,11.0,0.6,1.4,0.1,0.6,1.9,5.0,0.3,4.9,8.7
2632,2023,Sam Merrill,CLE,SG,5,0,11.8,1.8,4.4,.409,1.0,3.6,.278,0.8,0.8,1.000,.523,0.4,0.4,1.000,0.0,0.0,1.8,18.0,1.8,1.8,9.0,1.0,12.0,0.8,3.4,0.0,0.0,0.6,5.0,0.0,0.0,15.5
2633,2023,Blake Wesley,SAS,SG,37,1,18.1,1.9,5.8,.321,0.5,1.4,.385,1.3,4.4,.301,.367,0.7,1.2,.591,0.3,1.9,1.9,11.7,2.2,2.2,6.6,2.6,18.6,0.7,1.8,0.1,0.6,1.8,5.0,1.8,21.7,3.5
2634,2023,Ousmane Dieng,OKC,PF,39,1,14.6,1.9,4.6,.420,0.7,2.5,.265,1.3,2.1,.602,.492,0.4,0.6,.652,0.5,3.5,2.2,16.5,2.7,2.7,9.9,1.2,10.7,0.4,1.2,0.2,1.1,1.1,4.9,0.7,12.0,9.3
2635,2023,Chimezie Metu,SAC,PF,66,0,10.4,2.0,3.3,.589,0.1,0.6,.237,1.8,2.7,.663,.610,0.8,1.1,.740,0.7,7.8,2.3,24.9,3.0,3.0,16.4,0.6,8.1,0.3,1.5,0.3,2.7,1.2,4.9,0.5,11.3,17.3
2636,2023,Austin Rivers,MIN,SG,52,10,19.5,1.8,4.0,.435,0.8,2.4,.350,0.9,1.7,.558,.538,0.6,0.8,.769,0.1,0.6,1.5,8.4,1.6,1.6,4.6,1.4,9.3,0.5,1.3,0.1,0.3,1.5,4.9,0.4,9.2,7.4
2637,2023,Danuel House Jr.,PHI,SF,56,5,14.4,1.7,3.5,.472,0.7,2.0,.336,1.0,1.6,.644,.566,0.8,1.1,.750,0.2,1.3,1.5,12.2,1.7,1.7,6.9,0.8,7.5,0.3,0.9,0.2,1.0,1.2,4.8,0.5,10.4,9.4
2638,2023,Johnny Juzang,UTA,SG,18,0,12.9,1.9,5.8,.337,0.8,3.5,.238,1.1,2.3,.488,.409,0.1,0.2,.500,0.4,3.8,1.7,14.3,2.2,2.2,9.1,0.4,4.7,0.2,0.8,0.2,1.1,0.7,4.8,0.2,2.8,6.5
2639,2023,Meyers Leonard,MIL,C,9,2,12.7,1.6,3.2,.483,0.8,2.0,.389,0.8,1.2,.636,.603,0.9,1.0,.889,1.3,11.4,2.4,19.4,3.8,3.8,15.5,0.1,1.2,0.2,0.8,0.0,0.0,1.8,4.8,0.7,15.4,12.0
2640,2023,Garrison Mathews,2TM,SG,54,0,12.7,1.4,3.7,.363,1.2,3.3,.350,0.2,0.4,.476,.520,0.9,1.0,.906,0.2,1.7,1.1,10.0,1.4,1.4,5.8,0.5,5.1,0.4,1.7,0.1,0.7,1.1,4.8,0.4,7.8,9.7
2641,2023,Garrison Mathews,HOU,SG,45,0,13.4,1.3,3.8,.353,1.2,3.4,.342,0.2,0.3,.467,.509,0.9,1.0,.911,0.2,1.8,1.2,9.6,1.4,1.4,5.7,0.5,5.1,0.5,1.9,0.1,0.6,1.2,4.8,0.4,8.7,9.1
2642,2023,Garrison Mathews,ATL,SG,9,0,9.3,1.4,3.4,.419,1.1,2.8,.400,0.3,0.7,.500,.581,0.8,0.9,.875,0.1,1.3,1.1,13.2,1.2,1.2,7.2,0.3,4.7,0.1,0.6,0.1,1.0,0.7,4.8,0.1,2.8,14.0
2643,2023,Moses Moody,GSW,SG,63,3,13.0,1.7,3.6,.476,0.8,2.1,.363,0.9,1.5,.641,.584,0.6,0.8,.698,0.4,3.8,1.2,10.2,1.7,1.7,7.1,0.8,8.2,0.3,1.0,0.1,0.8,0.9,4.8,0.5,12.0,10.3
2644,2023,Christian Braun,DEN,SG,76,6,15.5,1.9,3.8,.495,0.4,1.3,.354,1.4,2.5,.565,.554,0.5,0.8,.625,0.6,4.8,1.8,12.6,2.4,2.4,8.8,0.8,6.4,0.5,1.7,0.2,1.3,1.3,4.7,0.5,9.9,10.3
2645,2023,Keon Johnson,POR,SG,40,0,10.4,1.7,4.5,.376,0.7,2.0,.346,1.0,2.4,.402,.455,0.7,1.0,.659,0.3,3.0,0.8,9.2,1.1,1.1,6.1,1.5,20.9,0.5,2.2,0.2,1.3,1.1,4.7,1.1,18.0,9.0
2646,2023,Chuma Okeke,ORL,SF,27,8,19.2,1.6,4.5,.352,1.0,3.2,.302,0.6,1.3,.472,.459,0.6,0.8,.762,1.0,5.7,2.6,15.3,3.6,3.6,10.5,1.4,9.4,0.7,1.8,0.4,2.1,1.5,4.7,0.6,11.5,9.1
2647,2023,Day'Ron Sharpe,BRK,C,48,3,11.5,1.9,3.6,.544,0.1,0.2,.545,1.8,3.3,.544,.561,0.7,1.1,.636,2.1,20.6,2.1,20.1,4.2,4.2,20.4,0.8,9.7,0.3,1.3,0.7,5.0,1.9,4.7,0.9,17.7,17.8
2648,2023,Dean Wade,CLE,PF,44,13,20.3,1.7,4.0,.412,1.0,2.9,.354,0.6,1.1,.560,.540,0.3,0.5,.652,0.5,2.6,3.0,17.2,3.4,3.4,9.9,0.8,5.4,0.6,1.6,0.5,2.2,2.0,4.7,0.4,8.3,8.5
2649,2023,TyTy Washington Jr.,HOU,PG,31,2,14.0,1.9,5.2,.363,0.6,2.6,.238,1.3,2.6,.488,.422,0.3,0.6,.556,0.1,0.5,1.4,11.0,1.5,1.5,5.7,1.5,15.3,0.5,1.7,0.1,0.5,0.9,4.7,0.5,7.7,7.5
2650,2023,Gary Payton II,2TM,SG,22,1,16.7,1.9,3.1,.594,0.6,1.2,.500,1.3,2.0,.651,.688,0.3,0.3,.857,1.1,7.4,2.0,13.9,3.1,3.1,10.6,1.4,11.0,1.0,2.9,0.2,1.2,2.0,4.6,0.7,18.2,13.3
2651,2023,Gary Payton II,POR,SG,15,1,17.0,1.6,2.7,.585,0.6,1.1,.529,1.0,1.6,.625,.695,0.3,0.3,1.000,0.7,4.5,1.9,13.2,2.6,2.6,8.8,1.5,11.6,1.1,3.1,0.1,0.3,1.9,4.1,0.8,21.9,11.3
2652,2023,Gary Payton II,GSW,SG,7,0,16.0,2.4,4.0,.607,0.6,1.3,.444,1.9,2.7,.684,.679,0.3,0.4,.667,2.0,14.0,2.3,15.4,4.3,4.3,14.7,1.1,9.6,0.9,2.5,0.6,3.1,2.0,5.7,0.6,12.0,17.7
2653,2023,Dalano Banton,TOR,PG,31,2,9.0,1.8,4.2,.423,0.5,1.6,.294,1.3,2.5,.506,.481,0.5,0.8,.708,0.4,4.2,1.1,14.9,1.5,1.5,9.1,1.2,19.3,0.4,2.3,0.4,4.5,1.1,4.6,0.6,11.4,14.9
2654,2023,Dāvis Bertāns,DAL,PF,45,1,10.9,1.5,3.6,.431,1.2,3.1,.390,0.3,0.4,.737,.603,0.3,0.3,.867,0.2,2.3,1.0,10.3,1.2,1.2,6.3,0.5,6.2,0.2,1.1,0.2,1.5,1.2,4.6,0.2,5.7,11.9
2655,2023,Malachi Flynn,TOR,PG,53,2,13.0,1.6,4.6,.360,0.9,2.5,.353,0.8,2.1,.367,.457,0.5,0.6,.758,0.3,2.3,1.2,10.8,1.4,1.4,6.2,1.3,13.7,0.4,1.5,0.1,0.6,1.2,4.6,0.5,8.9,8.7
2656,2023,Kira Lewis Jr.,NOP,PG,25,0,9.4,1.6,3.5,.455,0.6,1.4,.441,1.0,2.2,.463,.540,0.8,0.9,.864,0.2,2.4,1.1,13.5,1.3,1.3,8.0,0.9,14.0,0.4,2.1,0.1,0.8,1.0,4.6,0.4,9.3,14.5
2657,2023,Justin Holiday,2TM,SF,46,2,15.3,1.7,4.4,.377,1.0,3.1,.322,0.7,1.3,.508,.490,0.1,0.2,.625,0.1,0.8,1.1,8.1,1.2,1.2,4.4,0.9,7.5,0.4,1.3,0.4,2.3,1.5,4.5,0.5,9.6,6.6
2658,2023,Justin Holiday,ATL,SF,28,0,14.7,1.7,4.5,.384,1.1,3.1,.345,0.6,1.4,.474,.504,0.0,0.0,,0.1,0.5,0.8,5.7,0.8,0.8,3.1,0.9,7.6,0.2,0.6,0.4,2.1,1.3,4.5,0.4,8.8,6.1
2659,2023,Justin Holiday,DAL,SF,18,2,16.4,1.6,4.4,.367,0.9,3.1,.286,0.7,1.3,.565,.468,0.3,0.4,.625,0.2,1.2,1.6,11.6,1.8,1.8,6.3,0.9,7.5,0.8,2.4,0.5,2.7,1.7,4.4,0.6,10.8,7.4
2660,2023,Goga Bitadze,2TM,C,38,1,12.0,1.8,3.3,.552,0.2,0.7,.231,1.7,2.6,.636,.576,0.6,1.1,.548,1.6,15.0,2.0,18.7,3.6,3.6,16.8,1.0,12.1,0.4,1.7,0.7,5.3,1.7,4.4,0.6,13.3,17.1
2661,2023,Goga Bitadze,IND,C,21,0,9.6,1.3,2.5,.519,0.2,0.7,.286,1.1,1.8,.605,.558,0.5,1.1,.458,1.2,13.8,1.1,13.2,2.3,2.3,13.5,0.9,12.1,0.4,2.1,0.5,4.3,1.6,3.3,0.6,16.1,13.9
2662,2023,Goga Bitadze,ORL,C,17,1,15.0,2.5,4.3,.575,0.1,0.7,.167,2.4,3.6,.656,.589,0.7,1.1,.667,2.1,15.9,3.1,23.1,5.2,5.2,19.5,1.2,12.2,0.4,1.3,0.9,6.1,1.8,5.8,0.6,11.0,19.7
2663,2023,Jarrett Culver,ATL,SF,10,1,13.7,1.7,4.3,.395,0.1,1.2,.083,1.6,3.1,.516,.407,0.9,1.3,.692,1.0,7.9,2.8,22.6,3.8,3.8,15.2,0.6,5.5,0.6,2.1,0.2,1.2,1.4,4.4,0.7,12.6,9.5
2664,2023,A.J. Green,MIL,SG,35,1,9.9,1.5,3.6,.424,1.3,3.0,.419,0.3,0.6,.450,.600,0.1,0.1,1.000,0.2,1.9,1.1,11.3,1.3,1.3,6.8,0.6,8.7,0.2,0.8,0.0,0.0,0.9,4.4,0.3,6.6,11.5
2665,2023,Haywood Highsmith,MIA,PF,54,11,17.9,1.7,4.0,.431,0.7,2.0,.339,1.0,2.0,.523,.516,0.2,0.5,.464,1.1,6.7,2.4,16.4,3.5,3.5,11.4,0.8,6.2,0.7,1.9,0.3,1.8,1.5,4.4,0.8,16.5,8.5
2666,2023,JaVale McGee,DAL,C,42,7,8.5,1.9,3.0,.640,0.0,0.1,.400,1.9,2.9,.650,.648,0.6,1.0,.585,0.7,9.7,1.8,25.5,2.5,2.5,17.5,0.3,5.2,0.1,0.6,0.6,6.5,1.3,4.4,0.9,20.1,17.2
2667,2023,Thaddeus Young,TOR,PF,54,9,14.7,2.0,3.7,.545,0.1,0.6,.176,1.9,3.0,.622,.561,0.3,0.5,.692,1.3,9.4,1.8,14.6,3.1,3.1,11.8,1.4,12.9,1.0,3.4,0.1,0.6,1.6,4.4,0.8,16.7,14.1
2668,2023,Omer Yurtseven,MIA,C,9,0,9.2,1.8,3.0,.593,0.3,0.8,.429,1.4,2.2,.650,.648,0.6,0.7,.833,0.9,10.9,1.7,21.9,2.6,2.6,16.2,0.2,3.9,0.2,1.2,0.2,2.5,1.8,4.4,0.4,11.9,16.7
2669,2023,Moses Brown,2TM,C,36,1,8.2,1.7,2.7,.635,0.0,0.0,,1.7,2.7,.635,.635,0.9,2.0,.458,1.6,22.0,2.3,30.9,3.9,3.9,26.5,0.1,2.1,0.1,0.7,0.4,4.2,1.1,4.3,0.4,10.5,22.2
2670,2023,Moses Brown,LAC,C,34,1,8.5,1.8,2.8,.635,0.0,0.0,,1.8,2.8,.635,.635,1.0,2.1,.458,1.7,22.4,2.4,31.5,4.1,4.1,27.0,0.1,2.2,0.1,0.5,0.4,4.3,1.1,4.6,0.4,9.9,22.7
2671,2023,Moses Brown,BRK,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.1,0.0,0.0,0.5,0.0,0.5,100.0,-2.6
2672,2023,Bismack Biyombo,PHO,C,61,14,14.3,2.0,3.4,.578,0.0,0.0,,2.0,3.4,.578,.578,0.4,1.1,.357,1.5,11.0,2.8,22.1,4.3,4.3,16.5,0.9,8.7,0.3,1.0,1.4,9.0,1.9,4.3,0.8,17.7,14.4
2673,2023,Michael Carter-Williams,ORL,PG,4,0,11.0,1.5,3.5,.429,0.3,0.8,.333,1.3,2.8,.455,.464,1.0,1.8,.571,0.3,2.6,1.0,10.3,1.3,1.3,6.4,1.8,22.6,0.3,1.1,0.3,2.2,1.3,4.3,1.0,19.0,9.0
2674,2023,Justin Minaya,POR,SF,4,0,22.3,1.8,5.8,.304,0.8,3.0,.250,1.0,2.8,.364,.370,0.0,0.3,.000,0.8,3.8,3.0,15.6,3.8,3.8,9.7,1.0,5.9,0.5,1.1,1.3,5.0,2.3,4.3,1.0,14.6,4.0
2675,2023,Xavier Sneed,CHO,SF,4,0,12.0,1.3,2.5,.500,0.8,1.5,.500,0.5,1.0,.500,.650,1.0,1.0,1.000,0.0,0.0,1.3,11.3,1.3,1.3,5.6,1.3,13.9,0.0,0.0,0.3,1.8,1.8,4.3,0.8,20.3,9.5
2676,2023,Paul Reed,PHI,C,69,2,10.9,1.8,3.0,.593,0.0,0.1,.167,1.8,2.9,.606,.596,0.6,0.7,.745,1.6,17.8,2.2,23.1,3.8,3.8,20.5,0.4,5.3,0.7,3.0,0.7,6.3,1.8,4.2,0.7,16.3,19.2
2677,2023,Admiral Schofield,ORL,PF,37,0,12.2,1.5,3.3,.451,0.6,2.0,.324,0.8,1.3,.646,.549,0.6,0.6,.913,0.6,5.8,1.1,9.8,1.7,1.7,7.8,0.8,9.6,0.2,0.9,0.1,1.1,1.6,4.2,0.4,10.8,10.1
2678,2023,Ish Wainright,PHO,SF,60,2,15.3,1.4,3.8,.370,1.0,2.9,.329,0.5,0.9,.500,.496,0.4,0.5,.839,0.8,5.3,1.6,11.6,2.3,2.3,8.4,0.9,7.4,0.6,2.0,0.4,2.2,2.0,4.2,0.4,8.4,9.2
2679,2023,McKinley Wright IV,DAL,PG,27,1,12.4,1.7,3.6,.469,0.3,1.0,.321,1.4,2.6,.529,.515,0.5,0.7,.684,0.3,3.1,1.4,13.4,1.7,1.7,8.2,2.1,25.2,0.3,1.2,0.2,1.3,0.9,4.2,0.7,15.2,12.4
2680,2023,Matisse Thybulle,2TM,SG,71,28,16.9,1.5,3.6,.435,0.8,2.1,.365,0.8,1.5,.533,.542,0.3,0.4,.679,0.6,3.9,1.4,9.7,2.0,2.0,6.8,0.7,5.9,1.2,3.4,0.5,2.4,1.6,4.1,0.3,8.3,10.5
2681,2023,Matisse Thybulle,PHI,SF,49,6,12.1,1.0,2.4,.431,0.4,1.3,.333,0.6,1.1,.547,.522,0.2,0.2,.750,0.4,4.1,0.9,8.5,1.3,1.3,6.3,0.5,5.1,0.9,3.8,0.3,2.2,1.3,2.7,0.2,6.2,10.0
2682,2023,Matisse Thybulle,POR,SG,22,22,27.7,2.7,6.2,.438,1.5,3.9,.388,1.2,2.4,.519,.558,0.5,0.7,.625,0.9,3.7,2.6,10.8,3.5,3.5,7.3,1.4,6.6,1.7,3.0,0.8,2.6,2.2,7.4,0.7,10.0,11.0
