ID,Season,Player Name,Team,Position,Games Played (G),Games Started (GS),Minutes Played (MP),Field Goals Made (FG),Field Goal Attempts (FGA),Field Goal Percentage (FG%),3-Point Field Goals Made (3P),3-Point Field Goal Attempts (3PA),3-Point Field Goal Percentage (3P%),2-Point Field Goals Made (2P),2-Point Field Goal Attempts (2PA),2-Point Field Goal Percentage (2P%),Effective Field Goal Percentage (eFG%),Free Throws Made (FT),Free Throw Attempts (FTA),Free Throw Percentage (FT%),Offensive Rebounds (ORB),Offensive Rebound Percentage (ORB%),Defensive Rebounds (DRB),Defensive Rebound Percentage (DRB%),Total Rebounds (TRB),Total Rebounds Per Game,Total Rebound Percentage (TRB%),Assists (AST),Assist Percentage (AST%),Steals (STL),Steal Percentage (STL%),Blocks (BLK),Block Percentage (BLK%),Personal Fouls (PF),Points (PTS),Turnovers (TOV),Turnover Percentage (TOV%),Player Efficiency Rating (PER)
613,2020,Jared Dudley,LAL,PF,45,1,8.1,0.5,1.3,.400,0.4,0.9,.429,0.1,0.4,.333,.550,0.0,0.0,1.000,0.1,1.8,1.0,13.7,1.2,1.2,7.8,0.6,9.5,0.3,2.0,0.1,0.7,0.9,1.5,0.2,11.6,7.8
614,2020,Josh Magette,ORL,PG,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,2.7,0.6,14.6,0.8,0.8,8.5,0.6,19.2,0.4,3.8,0.1,2.4,0.5,1.5,0.6,23.9,5.1
615,2020,Jonah Bolden,2TM,C,7,0,6.7,0.6,1.6,.364,0.0,0.6,.000,0.6,1.0,.571,.364,0.3,0.6,.500,0.4,7.0,0.9,14.3,1.3,1.3,10.6,0.0,0.0,0.4,3.0,0.3,3.7,1.4,1.4,0.3,13.6,4.9
616,2020,Jonah Bolden,PHI,C,4,0,3.5,0.5,0.8,.667,0.0,0.3,.000,0.5,0.5,1.000,.667,0.0,0.5,.000,0.0,0.0,0.3,7.9,0.3,0.3,3.9,0.0,0.0,0.3,3.5,0.0,0.0,1.0,1.0,0.5,34.0,-2.0
617,2020,Jonah Bolden,PHO,C,3,0,11.0,0.7,2.7,.250,0.0,1.0,.000,0.7,1.7,.400,.250,0.7,0.7,1.000,1.0,10.0,1.7,17.0,2.7,2.7,13.5,0.0,0.0,0.7,2.9,0.7,5.3,2.0,2.0,0.0,0.0,7.9
618,2020,Kostas Antetokounmpo,LAL,PF,5,0,4.0,0.6,0.6,1.000,0.0,0.0,,0.6,0.6,1.000,1.000,0.2,0.4,.500,0.4,11.1,0.2,5.4,0.6,0.6,8.2,0.4,13.7,0.0,0.0,0.0,0.0,0.4,1.4,0.2,20.5,16.3
619,2020,KZ Okpala,MIA,PF,5,0,5.2,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.2,0.4,.500,0.2,4.5,0.8,16.6,1.0,1.0,10.8,0.2,5.5,0.4,3.8,0.2,3.8,0.4,1.4,0.2,14.5,13.7
620,2020,Justin Robinson,WAS,PG,9,0,5.4,0.6,1.3,.417,0.3,0.6,.600,0.2,0.8,.286,.542,0.0,0.0,,0.1,2.1,0.4,9.3,0.6,0.6,5.6,0.8,18.8,0.0,0.0,0.1,1.8,0.2,1.4,0.3,20.0,8.2
621,2020,Nigel Williams-Goss,UTA,PG,10,0,5.0,0.5,1.6,.313,0.2,0.7,.286,0.3,0.9,.333,.375,0.2,0.2,1.000,0.2,4.6,0.4,8.5,0.6,0.6,6.6,0.6,16.4,0.3,2.9,0.1,1.7,0.6,1.4,0.3,15.1,8.1
622,2020,Tyson Chandler,HOU,C,26,5,8.4,0.5,0.7,.778,0.0,0.0,,0.5,0.7,.778,.778,0.2,0.5,.462,1.0,11.8,1.6,19.8,2.5,2.5,15.8,0.2,3.5,0.2,1.3,0.3,3.1,1.2,1.3,0.3,25.2,10.8
623,2020,Kyle Guy,SAC,SG,3,0,3.3,0.7,1.7,.400,0.0,1.0,.000,0.7,0.7,1.000,.400,0.0,0.0,,0.0,0.0,0.3,11.5,0.3,0.3,5.6,0.3,15.6,0.0,0.0,0.0,0.0,0.3,1.3,0.0,0.0,6.6
624,2020,Malcolm Miller,TOR,SF,28,1,5.8,0.4,1.0,.414,0.3,0.8,.364,0.1,0.3,.571,.552,0.1,0.3,.375,0.1,1.3,0.5,8.9,0.6,0.6,5.2,0.4,8.9,0.2,1.5,0.1,1.2,0.6,1.3,0.1,11.0,6.7
625,2020,Tariq Owens,PHO,PF,3,0,5.0,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,0.7,1.000,0.7,14.6,0.3,7.5,1.0,1.0,11.1,0.0,0.0,0.3,3.2,0.0,0.0,0.3,1.3,0.0,0.0,8.4
626,2020,Jordan Bone,DET,PG,10,0,5.3,0.5,2.0,.250,0.2,1.0,.200,0.3,1.0,.300,.300,0.0,0.0,,0.0,0.0,0.4,8.7,0.4,0.4,4.3,0.8,21.0,0.1,0.9,0.0,0.0,0.6,1.2,0.2,9.1,0.8
627,2020,Moses Brown,POR,C,9,0,3.7,0.4,1.1,.400,0.0,0.0,,0.4,1.1,.400,.400,0.3,0.9,.375,0.3,9.6,1.2,34.5,1.6,1.6,22.2,0.1,4.0,0.1,1.4,0.1,2.6,0.8,1.2,0.3,18.2,6.7
628,2020,Vlatko Čančar,DEN,PF,14,0,3.2,0.4,1.1,.400,0.1,0.4,.167,0.4,0.6,.556,.433,0.3,0.3,1.000,0.4,12.5,0.4,12.4,0.7,0.7,12.4,0.2,9.1,0.1,1.1,0.1,2.1,0.5,1.2,0.2,15.2,11.4
629,2020,Zhaire Smith,PHI,SF,7,0,4.6,0.4,1.6,.273,0.0,0.4,.000,0.4,1.1,.375,.273,0.3,0.6,.500,0.0,0.0,0.3,6.9,0.3,0.3,3.5,0.3,8.2,0.4,4.5,0.0,0.0,0.6,1.1,0.3,13.6,1.1
630,2020,Jarred Vanderbilt,2TM,PF,11,0,4.2,0.5,0.7,.625,0.0,0.1,.000,0.5,0.6,.714,.625,0.2,0.2,1.000,0.3,7.3,0.5,14.5,0.8,0.8,10.9,0.2,5.9,0.3,3.2,0.1,2.0,0.5,1.1,0.6,44.1,7.6
631,2020,Jarred Vanderbilt,DEN,PF,9,0,4.6,0.6,0.8,.714,0.0,0.0,,0.6,0.8,.714,.714,0.0,0.0,,0.3,8.2,0.6,13.6,0.9,0.9,10.9,0.2,6.6,0.3,3.6,0.1,2.3,0.7,1.1,0.8,50.0,7.2
632,2020,Jarred Vanderbilt,MIN,PF,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,0.0,0.5,21.9,0.5,0.5,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.1
633,2020,Quinndary Weatherspoon,SAS,SG,11,0,7.1,0.5,1.5,.294,0.1,0.5,.200,0.4,1.1,.333,.324,0.1,0.2,.500,0.1,1.4,0.5,8.3,0.6,0.6,4.8,1.0,17.5,0.3,1.8,0.1,1.1,0.7,1.1,0.5,21.9,3.2
634,2020,Kyle Alexander,MIA,C,2,0,6.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,17.9,0.5,8.3,1.5,1.5,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,33.3,4.7
635,2020,Brian Bowen,IND,SF,6,1,5.2,0.5,1.7,.300,0.0,0.3,.000,0.5,1.3,.375,.300,0.0,0.0,,0.2,3.6,1.0,21.0,1.2,1.2,12.4,0.0,0.0,0.0,0.0,0.2,2.8,0.5,1.0,0.2,9.1,0.1
636,2020,Corey Brewer,SAC,PF,5,0,6.6,0.4,0.8,.500,0.0,0.2,.000,0.4,0.6,.667,.500,0.2,0.6,.333,0.4,6.7,1.2,21.0,1.6,1.6,13.6,0.4,7.7,0.8,5.9,0.0,0.0,1.4,1.0,0.4,27.3,8.7
637,2020,Antonius Cleveland,DAL,SG,11,0,4.2,0.4,1.3,.286,0.0,0.3,.000,0.4,1.0,.364,.286,0.3,0.5,.600,0.2,4.6,0.5,11.3,0.6,0.6,8.0,0.1,2.8,0.1,1.1,0.3,5.6,0.7,1.0,0.2,11.0,2.5
638,2020,Josh Gray,NOP,PG,2,0,11.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,4.6,0.5,4.6,1.0,1.0,4.6,1.0,10.4,0.0,0.0,0.0,0.0,0.5,1.0,2.5,71.4,-5.0
639,2020,Tyler Zeller,SAS,C,2,0,2.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.5,80.9,0.5,26.9,2.0,2.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.4
640,2020,Amile Jefferson,ORL,PF,18,0,4.1,0.3,0.8,.357,0.0,0.0,,0.3,0.8,.357,.357,0.3,0.8,.357,0.6,14.1,0.7,19.5,1.3,1.3,16.7,0.2,7.2,0.1,0.7,0.2,3.7,0.4,0.8,0.2,13.0,8.9
641,2020,Daryl Macon,MIA,PG,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,9.7,0.0,0.0,0.0,0.0,0.3,0.8,0.5,40.0,-3.1
642,2020,Jared Harper,PHO,PG,3,0,2.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,-5.3
643,2020,Joe Chealey,CHO,PG,4,0,8.3,0.0,1.8,.000,0.0,1.0,.000,0.0,0.8,.000,.000,0.5,0.5,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.9,1.0,6.1,0.0,0.0,0.5,0.5,0.5,20.2,-2.9
644,2020,Matt Mooney,CLE,SG,4,0,4.8,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.0,0.0,,0.0,0.0,0.8,17.7,0.8,0.8,8.8,0.3,6.7,0.5,5.1,0.3,4.5,0.3,0.5,0.0,0.0,8.1
645,2020,Henry Ellenson,BRK,C,5,0,3.0,0.2,1.4,.143,0.0,0.8,.000,0.2,0.6,.333,.143,0.0,0.0,,0.4,14.1,0.8,27.0,1.2,1.2,20.7,0.2,8.7,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,-1.3
646,2020,Marques Bolden,CLE,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,2.0,74.7,2.0,2.0,37.0,0.0,0.0,1.0,16.2,0.0,0.0,1.0,0.0,0.0,,19.8
647,2020,William Howard,HOU,PF,2,0,6.5,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,1.0,16.3,1.0,1.0,8.1,0.5,9.1,0.0,0.0,0.0,0.0,0.5,0.0,0.5,20.0,-12.7
648,2020,Stanton Kidd,UTA,SG,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.8,21.3,0.8,0.8,11.0,0.3,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,40.0,-13.7
649,2020,J.P. Macura,CLE,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
650,2020,Isaiah Roby,OKC,PF,3,0,3.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.7,19.5,0.7,0.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,50.0,-7.7
651,2021,Stephen Curry,GSW,PG,63,63,34.2,10.4,21.7,.482,5.3,12.7,.421,5.1,9.0,.569,.605,5.7,6.3,.916,0.5,1.5,5.0,15.4,5.5,5.5,8.5,5.8,30.5,1.2,1.7,0.1,0.3,1.9,32.0,3.4,12.2,26.3
652,2021,Bradley Beal,WAS,SG,60,60,35.8,11.2,23.0,.485,2.2,6.2,.349,9.0,16.8,.535,.532,6.8,7.7,.889,1.2,3.6,3.5,10.4,4.7,4.7,7.0,4.4,21.3,1.2,1.5,0.4,0.9,2.3,31.3,3.1,10.6,22.7
653,2021,Damian Lillard,POR,PG,67,67,35.8,9.0,19.9,.451,4.1,10.5,.391,4.9,9.4,.519,.554,6.7,7.2,.928,0.5,1.4,3.7,11.5,4.2,4.2,6.3,7.5,34.6,0.9,1.3,0.3,0.6,1.5,28.8,3.0,11.6,25.6
654,2021,Joel Embiid,PHI,C,51,51,31.1,9.0,17.6,.513,1.1,3.0,.377,7.9,14.6,.541,.545,9.2,10.7,.859,2.2,8.0,8.4,29.1,10.6,10.6,18.7,2.8,16.2,1.0,1.5,1.4,3.9,2.4,28.5,3.1,12.2,30.3
655,2021,Giannis Antetokounmpo,MIL,PF,61,61,33.0,10.3,18.0,.569,1.1,3.6,.303,9.2,14.4,.636,.600,6.5,9.5,.685,1.6,5.3,9.4,28.9,11.0,11.0,17.5,5.9,28.7,1.2,1.7,1.2,3.2,2.8,28.1,3.4,13.2,29.2
656,2021,Luka Dončić,DAL,PG,66,66,34.3,9.8,20.5,.479,2.9,8.3,.350,6.9,12.2,.567,.550,5.2,7.1,.730,0.8,2.7,7.2,22.9,8.0,8.0,12.8,8.6,44.1,1.0,1.4,0.5,1.5,2.3,27.7,4.3,15.3,25.3
657,2021,Zach LaVine,CHI,SG,58,58,35.1,9.8,19.4,.507,3.4,8.2,.419,6.4,11.1,.571,.596,4.4,5.1,.849,0.6,2.0,4.4,13.6,5.0,5.0,7.9,4.9,23.4,0.8,1.1,0.5,1.2,2.4,27.4,3.5,13.9,21.5
658,2021,Zion Williamson,NOP,PF,61,61,33.2,10.4,17.0,.611,0.2,0.6,.294,10.2,16.4,.622,.616,6.0,8.7,.698,2.7,8.9,4.5,14.7,7.2,7.2,11.8,3.7,19.7,0.9,1.3,0.6,1.8,2.2,27.0,2.7,11.6,27.1
659,2021,Kevin Durant,BRK,PF,35,32,33.1,9.3,17.2,.537,2.4,5.4,.450,6.8,11.8,.577,.608,6.0,6.8,.882,0.4,1.3,6.7,21.3,7.1,7.1,11.8,5.6,27.5,0.7,1.0,1.3,3.4,2.0,26.9,3.4,14.5,26.4
660,2021,Kyrie Irving,BRK,PG,54,54,34.9,10.2,20.1,.506,2.8,7.0,.402,7.4,13.1,.561,.576,3.7,4.0,.922,1.0,3.2,3.8,11.4,4.8,4.8,7.5,6.0,28.6,1.4,1.9,0.7,1.7,2.6,26.9,2.4,9.9,24.4
661,2021,Nikola Jokić,DEN,C,72,72,34.6,10.2,18.0,.566,1.3,3.3,.388,8.9,14.7,.606,.602,4.8,5.5,.868,2.8,9.4,8.0,26.1,10.8,10.8,17.8,8.3,40.4,1.3,1.9,0.7,1.9,2.7,26.4,3.1,13.1,31.3
662,2021,Donovan Mitchell,UTA,PG,53,53,33.4,9.0,20.6,.438,3.4,8.7,.386,5.7,11.9,.476,.520,5.0,6.0,.845,0.9,3.1,3.5,10.6,4.4,4.4,7.0,5.2,26.7,1.0,1.4,0.3,0.7,2.2,26.4,2.8,10.7,21.3
663,2021,Jayson Tatum,BOS,SF,64,64,35.8,9.5,20.6,.459,2.9,7.6,.386,6.5,13.0,.502,.530,4.6,5.3,.868,0.8,2.4,6.6,20.7,7.4,7.4,11.5,4.3,20.3,1.2,1.6,0.5,1.3,1.9,26.4,2.7,10.4,21.3
664,2021,Devin Booker,PHO,SG,67,67,33.9,9.3,19.2,.484,1.9,5.5,.340,7.4,13.7,.543,.533,5.1,5.9,.867,0.5,1.7,3.7,12.1,4.2,4.2,7.0,4.3,20.6,0.8,1.2,0.2,0.6,2.7,25.6,3.1,12.4,19.2
665,2021,Trae Young,ATL,PG,63,63,33.7,7.7,17.7,.438,2.2,6.3,.343,5.6,11.3,.491,.499,7.7,8.7,.886,0.6,2.0,3.3,10.5,3.9,3.9,6.3,9.4,45.5,0.8,1.2,0.2,0.5,1.8,25.3,4.1,16.2,23.0
666,2021,De'Aaron Fox,SAC,PG,58,58,35.1,9.1,19.1,.477,1.8,5.5,.322,7.3,13.6,.539,.523,5.2,7.2,.719,0.6,1.8,2.9,9.4,3.5,3.5,5.5,7.2,32.7,1.5,2.1,0.5,1.1,2.9,25.2,3.0,11.9,20.7
667,2021,LeBron James,LAL,PG,45,45,33.4,9.4,18.3,.513,2.3,6.3,.365,7.1,12.0,.591,.576,4.0,5.7,.698,0.6,2.2,7.0,23.6,7.7,7.7,12.9,7.8,41.8,1.1,1.6,0.6,1.5,1.6,25.0,3.7,15.2,24.2
668,2021,Kawhi Leonard,LAC,SF,52,52,34.1,8.9,17.5,.512,1.9,4.9,.398,7.0,12.6,.557,.568,5.0,5.7,.885,1.1,3.6,5.4,17.4,6.5,6.5,10.7,5.2,24.9,1.6,2.3,0.4,1.1,1.6,24.8,2.0,9.2,26.0
669,2021,Karl-Anthony Towns,MIN,C,50,50,33.8,8.5,17.5,.486,2.4,6.3,.387,6.1,11.2,.541,.555,5.3,6.2,.859,2.7,8.2,7.9,26.4,10.6,10.6,17.0,4.5,22.6,0.8,1.1,1.1,2.9,3.7,24.8,3.2,13.7,23.1
670,2021,Jaylen Brown,BOS,SG,58,58,34.5,9.3,19.2,.484,2.8,7.1,.397,6.5,12.1,.536,.558,3.3,4.3,.764,1.2,3.9,4.8,15.5,6.0,6.0,9.7,3.4,16.5,1.2,1.8,0.6,1.5,2.9,24.7,2.7,11.5,19.9
671,2021,James Harden,2TM,PG,44,43,36.6,7.8,16.7,.466,2.8,7.6,.362,5.0,9.1,.553,.548,6.3,7.3,.861,0.8,2.5,7.1,20.6,7.9,7.9,11.9,10.8,44.4,1.2,1.6,0.8,1.8,2.3,24.6,4.0,16.8,24.5
672,2021,James Harden,HOU,PG,8,8,36.3,7.5,16.9,.444,3.1,9.0,.347,4.4,7.9,.556,.537,6.6,7.5,.883,0.6,1.8,4.5,13.8,5.1,5.1,7.5,10.4,46.9,0.9,1.1,0.8,1.8,1.8,24.8,4.3,17.4,22.4
673,2021,James Harden,BRK,PG,36,35,36.6,7.8,16.6,.471,2.7,7.3,.366,5.2,9.4,.552,.551,6.3,7.3,.856,0.8,2.6,7.7,22.1,8.5,8.5,12.9,10.9,43.8,1.3,1.7,0.8,1.8,2.4,24.6,4.0,16.7,25.0
674,2021,Collin Sexton,CLE,SG,60,60,35.3,8.8,18.4,.475,1.6,4.4,.371,7.1,14.0,.508,.519,5.2,6.4,.815,1.0,3.0,2.2,7.0,3.1,3.1,4.9,4.4,22.6,1.0,1.4,0.2,0.4,2.6,24.3,2.8,11.6,18.0
675,2021,Julius Randle,NYK,PF,71,71,37.6,8.5,18.6,.456,2.3,5.5,.411,6.2,13.1,.474,.516,4.9,6.0,.811,1.2,3.5,9.0,25.7,10.2,10.2,14.7,6.0,27.2,0.9,1.2,0.3,0.6,3.2,24.1,3.4,13.8,19.7
676,2021,Brandon Ingram,NOP,SF,61,61,34.3,8.4,18.0,.466,2.3,6.1,.381,6.1,11.9,.510,.531,4.6,5.2,.878,0.6,1.8,4.3,13.7,4.9,4.9,7.8,4.9,22.4,0.7,1.0,0.6,1.6,2.0,23.8,2.5,11.0,19.2
677,2021,Shai Gilgeous-Alexander,OKC,SG,35,35,33.7,8.2,16.1,.508,2.0,4.9,.418,6.2,11.3,.547,.571,5.3,6.5,.808,0.5,1.7,4.2,13.1,4.7,4.7,7.3,5.9,31.2,0.8,1.1,0.7,1.7,2.0,23.7,3.0,13.7,21.6
678,2021,Nikola Vučević,2TM,C,70,70,33.5,9.5,19.9,.477,2.5,6.3,.400,7.0,13.7,.513,.540,1.9,2.2,.840,2.1,6.5,9.6,30.9,11.7,11.7,18.5,3.8,21.3,0.9,1.3,0.7,1.8,2.0,23.4,1.8,7.9,22.9
679,2021,Nikola Vučević,ORL,C,44,44,34.1,9.9,20.6,.480,2.7,6.5,.406,7.3,14.1,.515,.545,2.1,2.5,.827,2.0,5.8,9.8,30.8,11.8,11.8,17.9,3.8,22.1,1.0,1.4,0.6,1.7,1.8,24.5,1.9,8.0,23.5
680,2021,Nikola Vučević,CHI,C,26,26,32.6,8.8,18.8,.471,2.3,5.8,.388,6.6,12.9,.509,.532,1.5,1.8,.870,2.3,7.8,9.3,31.2,11.5,11.5,19.6,3.9,20.0,0.9,1.3,0.8,2.1,2.2,21.5,1.7,7.8,21.8
681,2021,Paul George,LAC,SF,54,54,33.7,8.2,17.6,.467,3.2,7.7,.411,5.1,9.9,.510,.557,3.7,4.2,.868,0.8,2.9,5.8,18.9,6.6,6.6,11.1,5.2,24.6,1.1,1.7,0.4,1.2,2.4,23.3,3.3,14.5,20.5
682,2021,CJ McCollum,POR,SG,47,47,34.0,8.6,18.8,.458,3.6,8.9,.402,5.0,9.9,.509,.554,2.3,2.8,.812,0.6,2.0,3.3,10.6,3.9,3.9,6.2,4.7,23.0,0.9,1.3,0.4,1.2,1.9,23.1,1.4,6.5,20.8
683,2021,Jerami Grant,DET,SF,54,54,33.9,7.4,17.3,.429,2.1,6.1,.350,5.3,11.2,.473,.491,5.4,6.4,.845,0.6,2.1,4.0,13.2,4.6,4.6,7.6,2.8,14.3,0.6,0.9,1.1,2.8,2.3,22.3,2.0,9.1,16.9
684,2021,Russell Westbrook,WAS,PG,65,65,36.4,8.4,19.0,.439,1.3,4.2,.315,7.0,14.8,.475,.474,4.2,6.4,.656,1.7,4.9,9.9,28.6,11.5,11.5,16.8,11.7,48.6,1.4,1.7,0.4,0.8,2.9,22.2,4.8,18.0,19.5
685,2021,Anthony Davis,LAL,PF,36,36,32.3,8.4,17.0,.491,0.7,2.8,.260,7.6,14.3,.536,.512,4.4,5.9,.738,1.7,6.0,6.2,21.5,7.9,7.9,13.8,3.1,16.4,1.3,1.9,1.6,4.5,1.7,21.8,2.1,9.5,22.1
686,2021,DeMar DeRozan,SAS,PF,61,61,33.7,7.5,15.1,.495,0.3,1.2,.257,7.1,13.9,.515,.505,6.3,7.2,.880,0.7,2.0,3.6,11.6,4.2,4.2,6.7,6.9,32.0,0.9,1.3,0.2,0.6,2.1,21.6,2.0,9.7,22.0
687,2021,Jimmy Butler,MIA,SF,52,52,33.6,7.0,14.2,.497,0.5,2.0,.245,6.6,12.2,.538,.514,6.9,8.0,.863,1.8,6.3,5.1,17.1,6.9,6.9,11.8,7.1,35.1,2.1,3.1,0.3,1.1,1.4,21.5,2.1,10.6,26.5
688,2021,Pascal Siakam,TOR,PF,56,56,35.8,7.8,17.2,.455,1.3,4.4,.297,6.5,12.8,.509,.493,4.4,5.4,.827,1.7,5.0,5.5,17.6,7.2,7.2,11.1,4.5,20.5,1.1,1.5,0.7,1.8,3.1,21.4,2.3,10.6,17.7
689,2021,Malcolm Brogdon,IND,PG,56,56,34.5,7.9,17.5,.453,2.6,6.7,.388,5.3,10.8,.493,.527,2.7,3.2,.864,1.0,3.3,4.2,13.2,5.3,5.3,8.3,5.9,25.7,0.9,1.2,0.3,0.6,2.0,21.2,2.1,9.8,17.9
690,2021,Jamal Murray,DEN,PG,48,48,35.5,7.9,16.5,.477,2.7,6.6,.408,5.2,9.9,.523,.559,2.8,3.2,.869,0.8,2.5,3.3,10.4,4.0,4.0,6.5,4.8,20.3,1.3,1.9,0.3,0.7,2.0,21.2,2.3,11.2,18.3
691,2021,Christian Wood,HOU,C,41,41,32.3,8.0,15.6,.514,1.9,5.0,.374,6.1,10.6,.581,.574,3.0,4.8,.631,1.9,5.9,7.8,26.8,9.6,9.6,15.9,1.7,9.4,0.8,1.2,1.2,3.2,2.1,21.0,2.0,9.9,20.0
692,2021,John Wall,HOU,PG,40,40,32.2,7.3,18.2,.404,2.0,6.2,.317,5.4,11.9,.449,.458,4.0,5.3,.749,0.4,1.3,2.8,9.7,3.2,3.2,5.3,6.9,36.2,1.1,1.5,0.8,2.1,1.2,20.6,3.5,14.7,15.4
693,2021,Khris Middleton,MIL,SF,68,68,33.4,7.5,15.8,.476,2.2,5.4,.414,5.3,10.4,.508,.546,3.1,3.5,.898,0.8,2.6,5.2,15.7,6.0,6.0,9.4,5.4,23.2,1.1,1.5,0.1,0.4,2.4,20.4,2.6,13.1,18.2
694,2021,Terry Rozier,CHO,SG,69,69,34.5,7.4,16.4,.450,3.2,8.3,.389,4.2,8.2,.512,.548,2.4,2.9,.817,0.7,2.1,3.7,11.8,4.4,4.4,6.9,4.2,20.0,1.3,1.8,0.4,1.1,1.7,20.4,1.9,9.5,17.1
695,2021,Domantas Sabonis,IND,PF,62,62,36.0,7.8,14.6,.535,0.8,2.6,.321,7.0,12.0,.582,.564,3.9,5.3,.732,2.4,7.3,9.5,28.6,12.0,12.0,18.0,6.7,27.5,1.2,1.6,0.5,1.2,3.3,20.3,3.4,16.9,20.6
696,2021,Caris LeVert,2TM,SG,47,39,31.6,7.6,17.3,.441,1.8,5.5,.326,5.9,11.8,.495,.493,3.1,3.8,.811,0.7,2.5,3.9,13.1,4.6,4.6,7.8,5.2,25.4,1.4,2.1,0.6,1.7,2.2,20.2,2.2,10.2,17.8
697,2021,Caris LeVert,BRK,SG,12,4,27.8,7.3,16.7,.435,1.8,5.3,.349,5.4,11.4,.474,.490,2.2,2.8,.765,0.8,3.5,3.5,13.2,4.3,4.3,8.6,6.0,34.1,1.1,1.9,0.5,1.6,1.7,18.5,2.2,10.8,19.1
698,2021,Caris LeVert,IND,SG,35,35,32.9,7.8,17.5,.443,1.8,5.6,.318,6.0,12.0,.501,.493,3.4,4.2,.822,0.7,2.2,4.0,13.0,4.6,4.6,7.6,4.9,22.9,1.5,2.2,0.7,1.7,2.4,20.7,2.2,10.1,17.4
699,2021,Kristaps Porziņģis,DAL,C,43,43,30.9,7.6,15.9,.476,2.3,6.0,.376,5.3,9.9,.536,.547,2.7,3.2,.855,1.9,6.9,7.0,24.6,8.9,8.9,15.8,1.6,8.4,0.5,0.7,1.3,4.1,2.7,20.1,1.2,6.4,21.3
700,2021,Victor Oladipo,3TM,SG,33,33,32.7,7.1,17.5,.408,2.4,7.2,.326,4.8,10.2,.466,.476,3.2,4.2,.754,0.4,1.2,4.5,15.1,4.8,4.8,8.0,4.6,22.8,1.4,2.0,0.4,1.2,2.5,19.8,2.5,11.5,14.3
701,2021,Victor Oladipo,IND,SG,9,9,33.3,7.1,16.9,.421,2.8,7.7,.362,4.3,9.2,.470,.503,3.0,4.1,.730,0.1,0.4,5.6,18.0,5.7,5.7,9.2,4.2,18.7,1.7,2.4,0.2,0.5,2.6,20.0,2.0,9.7,15.5
702,2021,Victor Oladipo,HOU,SG,20,20,33.5,7.8,19.1,.407,2.5,7.7,.320,5.3,11.4,.465,.471,3.3,4.2,.783,0.4,1.2,4.4,14.5,4.8,4.8,7.6,5.0,25.3,1.2,1.7,0.5,1.3,2.3,21.2,2.6,10.9,14.9
703,2021,Victor Oladipo,MIA,SG,4,4,27.8,4.0,10.8,.372,1.0,4.3,.235,3.0,6.5,.462,.419,3.0,4.5,.667,0.8,3.1,2.8,11.1,3.5,3.5,7.2,3.5,18.9,1.8,3.1,0.5,1.9,3.3,12.0,3.5,21.6,8.1
704,2021,Malik Beasley,MIN,SG,37,36,32.8,7.1,16.2,.440,3.5,8.7,.399,3.7,7.5,.487,.547,1.8,2.2,.850,0.8,2.4,3.6,12.4,4.4,4.4,7.2,2.4,11.6,0.8,1.2,0.2,0.5,1.7,19.6,1.6,8.6,14.6
